reference	ppi_relations	set
22325351_6	CBFbeta=CBFalpha; CBFbeta=Runx1; CBFbeta=-2; CBFbeta=-3	Train
22334672_50	ICP27=Nup62; ICP27=Nup62; ICP27=Nup62; ICP27=Nup62; ICP27=Nup62	Train
22368268_37	HDA19=AtERF7; AtERF7=AtSin3; AtSin3=HDA19; AtERF7=AtSin3; AtSin3=HDA19; AtERF7=HDA19	Train
22373579	JMJD2A=histone H4K20; 53BP1=histone H4K20; RNF8=JMJD2A; RNF168=JMJD2A	Train
22396495_4	NOTCH=CSL	Train
22402492	CBX4=BMI1	Train
22405651_35	Cand1=CRLs; Glmn=CRLs; Cand1=cullins; Glmn=cullins; Cand1=cullins; cullins=Cand1; Cand1=Rbx1; Cand1=Cullins	Train
22460582_35	LigIII=PCNA; LigIII=PCNA; XRCC1=PCNA	Train
22487722_42	Ebi3=p35; Ebi3=p35	Train
22493095	HDAC2=p53; HDAC2=p53; HDAC2=p53; HDAC2=p53	Train
22508508	PIAS4=HERC2; PIAS4=RNF168; HERC2=RNF8; RNF8=Ubc13; HERC2=RNF8; HERC2=RNF8	Train
22510687_14	FANCM=MHF1; FANCM=MHF2; FANCM=MHF1; MHF1=MHF2; MHF1=MHF2; FANCM=MHF2; FANCM=MHF1; FANCM=MHF2; MHF1=MHF2; MHF1=MHF2; FANCM=MHF1; FANCM=MHF2; MHF2=MHF2; MHF1=MHF2	Train
22562055_43	COPI=Arfs; coatomer=Arf	Train
22570530_12	hCL-L1=mannose; hCL-L1=D-mannose; hCL-L1=L-fucose; hCL-L1=D-galactose; hCL-L1=N-acetylglucosamine; hCL-L1=N-acetylgalactosamine; CL-K1=L-fucose; CL-K1=D-mannose; CL-K1=L-fucose; CL-K1=mannan; CL-K1=N-acetylglucosamine; MBL=maltose; MBL=L-fucose; MBL=mannan; MBL=N-acetylglucosamine; CL-K1=mannose; CL-K1=L-fucose; CL-K1=D-mannose; CL-K1=D-glucose; CL-K1=N-acetylglucosamine; CL-K1=D-galactose; lectin=D-mannose; lectin=D-glucose; lectin=L-fucose; lectin=N-acetylglucosamine; CL-K1=L-fucose; CL-K1=N-acetylglucosamine; CL-K1=N-acetylglucosamine	Train
22623373_2	Alfa-=Beta-type; Beta=Alfa1; Beta=Alfa2; Alfa1-=Beta; Alfa1-=Alfa2-; Alfa2-=Beta	Train
22648168_67	Sbf=MTMR13	Train
22742743	DPAGT1=acetylcholine-receptor	Train
22759635	Src family kinases=RUNX1; Shp2=RUNX1; Shp2=RUNX1; RUNX1=GATA1; RUNX1=SWI/SNF	Train
22764087_68	HRS=STAM; TSG101=VPS28; TSG101=Vps37; TSG101=Mvb12; VPS28=Vps37; VPS28=Mvb12; Vps37=Mvb12; PCSK9=LDLR; PCSK9=LDLR	Train
22770216	VRK-1=BAF; LEM-4L=PP2A; Lem4=PP2A; PP2A=BAF	Train
22792074_47	FANCJ=BRCA1; FANCJ=RPA; FANCJ=BLM	Train
22817896_35	RIP1=RIP3; RIP3=myelin basic protein; RIP1=RIP3	Train
22829779_13	VeA=VelB; VeA=LaeA; LaeA=VelB; VelB=VeA; VeA=LaeA; VelB=LaeA; VeA=KapA; VelB=VeA; VeA=LaeA; VelB=LaeA; VeA=VelB	Train
22848449_21	NEMO=RIP1; NEMO=RIP1	Train
22869600	Pil1=Lsp1; Seg1=Pil1; Seg1=Pil1; Lsp1=Pil1; Seg1=Pil1; Seg1=Lsp1	Train
22902537_4	hnRNP A1=telomerase	Train
22916032_47	NOL11=hUTP4; NOL11=Pol I; NOL11=t-UTPs; NOL11=fibrillarin; NOL11=SSU processome	Train
22916032	NOL11=hUTP4; NOL11=hUTP4	Train
22921828_17	Shank 1=IRTKS; Shank 1=IRSp53; 3=IRTKS; 3=IRSp53; EspFU=Eps8; IRTKS=Eps8; EspFU=Eps8; EspFU=Eps8; Eps8=IRSp53; Eps8=IRTKS	Train
22927463_32	MSP-300=actin	Train
22933705_6	sunitinib=PDGFR; sunitinib=PDGFRalpha	Train
22959436	Cop9 signalosome=Skp1-Cul1-Fbox (SCF) E3 ligases; CSN=SCF(Skp2/Cks1; CSN=SCF(Fbw7; Rbx1=Cul1; SCF=E2; CSN=SCF; CSN=SCF; CSN=SCF	Train
22977173_30	PIKK=RPA32; CDK=RPA32; DNA-PK=RPA32; DNA-PK=RPA32; CDK=RPA32	Train
22977173_37	MRN=RPA; MRN=ATR; ATR=Chk1; MRN=Chk1; RPA=MRN; ATR=RPA32; ATR=RPA32; PPA2=RPA32; TopBP1=ATR; ATR=TopBP1	Train
23022729_31	UHRF1=histone; UHRF1=H3	Train
23029530_31	Fbw8=TBC1D3; Fbw8=TBC1D3; TBC1D3=Fbw8; Fbw8=TBC1D3; Fbw8=TBC1D3	Train
23063561	fibroblast growth-factor receptor=PLCgamma1	Train
23125099	LARGE=alpha-dystroglycan; LARGE2=alpha-dystroglycan; LARGE=alpha-dystroglycan; LARGE=alpha-DG; LARGE2=alpha-DG; LARGE=alpha-DG; LARGE=alpha-DG; LARGE2=alpha-DG	Train
23155421_7	TLR3=TLR10; TLR2=1; TLR2=6	Train
23201271	DCN-like=cullin; DCN-like=UBC12; DCN-like=UBE2F; DCNL=cullin; DCNL=E2; DCNL2=UBC12; DCNL2=UBE2F; DCNL3=UBC12; DCNL3=UBE2F; DCNL=E2s	Train
23202509_28	ORF6=karyopherin alpha2; ORF9b=ORF6	Train
23209303_15	SynCAM 1=Farp1; Farp1=SynCAM 1; Farp1=SynCAM 1; Farp1=SynCAM 1; FAK=SynCAMs 1; FAK=3	Train
23233753	FKBP12.6=RyR2; CaM=RyR2; RyR2=FKBP12.6; RyR2=CaM; CaM=RyR2; FKBP12.6=RyR2; CaM=RyR2; DPc10=RyR2; DPc10=RyR2; DPc10=RyR2; RyR2=DPc10; FKBP12.6=RyR2; CaM=RyR2; DPc10=RyR2; DPc10=RyR2; CaM=RyR2; DPc10=RyR2; FKBP12.6=RyR2; CaM=RyR2; DPc10=RyR2; CaM=RyR2; DPc10=RyR2; CaM=RyR2; DPc10=RyR2; FKBP12.6=RyR2; DPc10=RyR2; FKBP12.6=RyR2	Train
23234702_44	SMG5=Upf1; SMG7=Upf1; PNRC2=Upf1	Train
23240775_5	ARNT=TACC3; CCC=ARNT; CCC=ARNT; ARNT=CCC	Train
23258412_7	cyclic-di-GMP=STING; cyclic-di-AMP=STING	Train
23300935_2	Src-like adaptor protein=Cbl; SLAP=Flt3; SLAP=Flt3	Train
23319653	damaged DNA-binding protein 2=PARP-1; PARP-1=damaged DNA-binding protein 2; DDB2=PARP-1; DDB2=xeroderma pigmentosum group C	Train
23349863	SIRT1=HSF1	Train
23360980_9	ERK=C-Raf; ERK=C-Raf; ERK=C-Raf; ERK=C-Raf; ERK=C-Raf	Train
23372810_8	Est3p=telomerase	Train
23391514_5	G/T mismatch Binding Protein=hMSH2; hMSH6=hMSH2	Train
23395181_23	Sec23=Sec24; Sec23=Sar1; 24=Sar1	Train
23404503	UHRF2=zinc finger protein 131; SAE1=SAE2; UHRF2=ZNF131	Train
23424281_32	Arc=PSD-95; TrkB=PSD-95	Train
23431171	MOZ=p53; MOZ=p53; MOZ=p53; p53=promyelocytic leukemia; MOZ=promyelocytic leukemia; MOZ=PML; PML=p53; MOZ=p53; MOZ=p53; PML=MOZ; Akt=MOZ; Akt=MOZ; PML=MOZ; PML=MOZ; MOZ=p53; MOZ=PML	Train
23431328	PRC2=histone H3; Polycomb repressive complex=histone H3	Train
23439680	Par6=aPKC; aPKC=Crb3; Par6=Crb3; aPKC=Par6; Par6=aPKC; mitogen-activated protein kinase organizer 1=Par6; Par6=aPKC; Morg1=Crumbs3; Par6=aPKC; aPKC=Crumbs3; Par6=Crumbs3; Par6=aPKC	Train
23453667	B3GALNT2=alpha-dystroglycan; alpha-DG=laminin; B3GALNT2=alpha-DG	Train
23505436_6	GUCY1A3=GUCY1B3	Train
23524851	SENP3=dynamin-related protein 1; SENP3=Drp1; SENP3=Drp1	Train
23543736	UCH-L1=CDK1; UCH-L1=CDK4; UCH-L1=CDK5; UCH-L1=CDKs; UCH-L1=CDK	Train
23622243_24	hMSH6=H3K36me3	Train
23644657_5	Siah2=OGDH; Siah2=GAPDH; Siah2=TPX2; Siah=OGDH; Siah=GAPDH; Siah=TPX2; Siah2=ASPPs; Siah2=ASPP; ASPP1=Siah1; ASPP1=2; 2=Siah1; 2=2; ASPP1=Siah1; ASPP1=2; 2=Siah1; 2=2; ASPP1=Siah2; 2=Siah2; ASPP1=Siah2; 2=Siah2; 2=Siah2; ASPP1=Siah2; 2=Siah2; ASPP1=Siah2; Siah2=ASPPs	Train
23679895	polycomb repressive complex 2=histone H3; EZH2=H3K27; EZH (enhancer of zeste homologue) 1=H3K27; vSET=H3K27; vSET=histone H3; EZH2=H3K27; vSET=H3K27; EZH2=histone; vSET=histone	Train
23723241	KDM4B=histone H3; KDM4B=GATA-3; KDM4B=H3K9me3; KDM4B=H3K9me3	Train
23762398	mTOR=Rictor; mTOR=SIN1; Rictor=SIN1; NBS1=mTOR; NBS1=Rictor; NBS1=SIN1; NBS1=Mre11; NBS1=Rad50; Mre11=Rad50; Mre11=NBS1; Rad50=NBS1; SIN1=mTOR; SIN1=Rictor; mTOR=Rictor; mTOR=SIN1; Rictor=SIN1; NBS1=mTOR; NBS1=Rictor; NBS1=SIN1; mTOR=NBS1; Rictor=NBS1; SIN1=NBS1; mTOR=Rictor; mTOR=SIN1; Rictor=SIN1; NBS1=mTOR; NBS1=Rictor; NBS1=SIN1; mTOR=Rictor; mTOR=SIN1; Rictor=SIN1	Train
23777859	receptor protein tyrosine phosphatase beta=pleiotrophin; zeta=pleiotrophin; zeta=ALK; RPTPbeta=ALK	Train
23824326	USP49=histone H2B; ubiquitin-specific peptidase 49=histone H2B; USP49=H2B; USP49=RuvB-like1; USP49=SUG1; RuvB-like1=SUG1; USP49=histone H2B; USP49=H2B; USP49=H2B; USP49=histone H2B	Train
23825189_33	TAK1=TAB1	Train
23837592_13	ASB9=EloBC; ASB9=Cul5NTD; EloBC=Cul5NTD; ASB9=EloBC; ASB9=Cul5NTD; EloBC=Cul5NTD	Train
23850456_32	PRDC=BMP; SOST=BMP; SOST=BMP; SOST=BMP; Noggin=BMP; SOST=LRP5; SOST=6; PRDC=BMP; PRDC=BMP	Train
23864707	Sec23p=Sec24p; Sec23p=Sec24p; Sec13p=Sec31p; Sec23p=Hrr25p; Hrr25p=COPII; Sit4p=COPII	Train
23873864	Swi4=Swi6; Mbp1=Swi6; CK2 alpha=RNA polymerase II; beta=RNA polymerase II; CK2 alpha=beta	Train
23882114_10	Dicer=importins beta; Dicer=7; Dicer=8	Train
23884233	ATG5=ULK1	Train
24012004	DAF-21=EBAX-1; EBAX=Robo3	Train
24019521	RNF185=cystic fibrosis transmembrane conductance regulator; RNF5=CFTR; RNF185=CFTR; RNF5=Cystic fibrosis transmembrane conductance regulator	Train
24039841_36	G1=GPR30; tamoxifen=ERalpha; ICI 182780=ERalpha	Train
24040102	SIRT1=p53	Train
24081491_36	Rag=FLCN; FLCN=Rag; FLCN=RagA; GTP=RagA; FLCN=Rags; FLCN=Rags	Train
24107629	NEDD4=LATS1; NEDD4=LATS1; NEDD4=LATS1	Train
24186360	nNOS=heat-shock protein 70; nNOS=Hsc70-interacting protein	Train
24244684_7	TALE=Hoxa2	Train
24260525	USP25=retinoic acid-inducible gene I; USP25=tumornecrosis factor (TNF) receptor-associated factor 2; USP25=TRAF6	Train
24316671	RIP3=MLKL; MLKL=RIP3	Train
24339748_21	MED19a=Mediator; MED6=MED19a; MED6=MED19a; MED19a=Mediator; MED19a=Mediator	Train
24355937_2	IQGAP1=small GTPases; IQGAP1=RhoC; IQGAP1=Rac2; IQGAP1=M-Ras; IQGAP1=RhoQ; IQGAP1=Rab10; IQGAP1=Rab5; IQGAP1=Tiam1; IQGAP1=RacGAP1; IQGAP1=srGAP2; IQGAP1=HERC1; IQGAP1=PAK6; IQGAP1=N-WASP; IQGAP1=Arp2/3; IQGAP1=mDia1; small GTPase=IQGAP1; IQGAP1=small GTPases; beta1 integrin=Arf6	Train
24371268	MUS81=EME2; MUS81=EME1; MUS81=EME1; EME2=MUS81; MUS81=EME2; EME2=MUS81; EME1=MUS81; MUS81=EME2; EME1=MUS81; MUS81=EME1; MUS81=EME2; EME1=MUS81; EME2=MUS81; MUS81=EME2; EME1=MUS81; MUS81=EME1; EME2=MUS81	Train
24371278_69	H2ac=ERalpha; H2ac=ERalpha; H2ac=ERalpha; H2ac=ERalpha; ERalpha=H2ac; ERalpha=H2ac; ERalpha=H2a	Train
24385939	Smc5=6; Smc5=6; Smc5=6; Smc5=6; Smc5=6; Smc5=6; Smc5=6; Smc5=6	Train
24460703_20	Mid2=Apm4	Train
24466140_9	Utp18=Utp21	Train
24515439	CTLA-4=TRIM; CTLA-4=TRIM; CTLA-4=LAX; LAX=Rab8; LAX=Rab8; LAX=CTLA-4; TRIM=Rab8; LAX=Rab8; CTLA-4=TRIM; TRIM=LAX; LAX=Rab8; TRIM=Rab8; CTLA-4=LAX; CTLA-4=TRIM; Rab8=LAX; LAX=TRIM; CTLA-4=Rab8; TRIM=Rab8; Rab8=GTP; Rab8=GTP	Train
24586161_20	AvrBsT=ACIP1; HopZ1a=tubulin	Train
24655550	SPAK=K-Cl co-transporter 3	Train
24662292	Pex10p=Pex12p; Pex12p=Pex5p; Pex10p=Pex5p; Pex5p=Pex14p; Pex10p=Pex5p	Train
24725409_17	PCDH24=MLPCDH; PCDH24=MLPCDH; PCDH24=MLPCDH	Train
24756126_46	Stat3=GRP58; Stat3=Hsp90; 17-DMAG=Hsp90	Train
24784881	HHAT=Hedgehog; HHAT=Hh; HHAT=DHH; HHAT=SHH	Train
24793696_5	CUL7=CUL9; CUL9=survivin	Train
24807418	Derlin-1=p97; p97=VIMP; VIMP=SEL1L; Derlin-1=VIMP; Derlin-1=SEL1L; p97=SEL1L; Derlin-1=Derlin-2; Derlin-2=VIMP; VIMP=p97; Derlin-1=VIMP; Derlin-1=p97; Derlin-2=p97; TMEM129=Derlin-1; TMEM129=Derlin-2; TMEM129=VIMP; TMEM129=p97	Train
24876489_7	GluN1a=GluN2B; GluN1a=GluN2B; GluN1=GluN2B; GluN1a=GluN2B; GluN1=GluN2B; GluN1a=GluN2B	Train
24894996_5	PYR1=protein phosphatase type 2Cs; PYL=protein phosphatase type 2Cs; RCARs=protein phosphatase type 2Cs; SnRK2s=ABA-responsive element binding factors; SnRK2s=ABI5; SnRK2s=nicotinamide adenine dinucleotide phosphate oxidase; SnRK2s=RBOHF; SnRK2s=slow anion channel 1; SnRK2s=K+ channel in Arabidopsis 1; SnRK2s=mechanosensitive channel of small conductance- like 9	Train
24901984	Glycogen synthase kinase (GSK) 3beta=nuclear myosin 1c; PCAF=H3K9; glycogen synthase kinase (GSK) 3beta=NM1; GSK3beta=NM1; UBR5=NM1; GSK3beta=NM1	Train
24905007	FA core complex=FANCD2; FA core complex=FANCD2; FANCB=FANCL; FANCL=FAAP100; FANCB=FAAP100; FA core complex=FANCD2	Train
24933155_20	FilGAP=FLNa	Train
24997600	RPRD1A=RPRD1B; RPRD1B=RNAPII; RPRD1A=RNAPII; RPRD2=RNAPII; RPRD1B=RNAPII; RPRD1A=RNAPII; RPRD1B=RPAP2; RPRD1A=RPAP2; RPAP2=RNAPII; RPAP2=RNAPII	Train
25024377	Hsp90=ACT1; Hsp90=ACT1; Hsp90=ACT1	Train
25074811	Ric8a=NCS-1; Ric8a=Frq2; NCS-1=Ric8a; Ric8a=Frq2; Frq2=Ric8a	Train
25117454_9	MBP=SelK; MBP=cMBP	Train
25138275	LARGE2=alpha-dystroglycan; LARGE=alpha-dystroglycan; LARGE=alpha-dystroglycan; alpha-DG=laminin; LARGE2=alpha-DG; LARGE=alpha-DG	Train
25161877_7	Emi1=APC/C; Emi2=APC/C; E2S=APC/C	Train
25197364	USP21=IL-33; USP21=IL-33; Ubiquitin-specific protease 21=IL-33; USP21=IL-33	Train
25219551_61	Rap=RalGEF; Ras=RalGEF; RalGDS=PDK; RalGDS=Akt	Train
25240135_25	Tip60=ATM; ATM=Tip60; ATM=Tip60; Tip60=ATM; ATM=Tip60; ATM2904=ATM; ATM2904=P53; ATM2904=H2AX; ATM2907=ATM; ATM2907=P53; ATM2907=H2AX; ATM2908=ATM; ATM2908=P53; ATM2908=H2AX	Train
25299333	RPM1=RIN4; AvrB=RIN4; RIN4=ROC1	Train
25328409_2	Platelet-derived growth factor=PDGFR; Platelet-derived growth factor=PDGFRalpha; Platelet-derived growth factor=PDGFRbeta; Crenolanib=tyrosine kinase; Crenolanib=PDGFR; Crenolanib=FMS-related tyrosine kinase 3	Train
25343031_31	VPS11=VPS16; VPS11=VPS18; VPS11=VPS33; VPS16=VPS18; VPS16=VPS33; VPS18=VPS33; CORVET=Rabs; CORVET=SNAREs; HOPS=Rabs; HOPS=SNAREs; Vps8=VPs3; Vps41=Vps39; Rab=Vps39; Rab=Vps41; Rab=VPs3; Rab=Vps8; Rabs=SNAREs	Train
25356737	WWP2=Notch3; WWP2=Notch3; WWP2=N3; WWP2=Notch3; WWP2=Notch3; WWP2=Notch3	Train
25362487	coronin=actin; actin=crn1; coronin=F-actin; actin=coronin; beryllium fluoride=actin	Train
25457772_18	Lif1=Dnl4	Train
2550422	protein phosphatase 2A=rhodopsin; protein phosphatase 2A=rhodopsin; protein phosphatase 2A=rhodopsin; arrestin=rhodopsin; protein phosphatase 2A=rhodopsin	Train
25538220_76	ERCC1=USP45; ERCC1=USP45	Train
2558719	type 2A=phosphorylase kinase; type 2A=phosphorylase a; type 2A phosphatase=opsin; type 2A phosphatase=rhodopsin; protein phosphatase 2A=opsin	Train
25588830	SEPT12=SEPT7; SEPT12=SEPT 6; SEPT12=SEPT2; SEPT12=SEPT4; SEPT7=SEPT 6; SEPT7=SEPT2; SEPT7=SEPT4; SEPT 6=SEPT2; SEPT 6=SEPT4; SEPT2=SEPT4; 12=4; 12=6; 12=7; 7=6; 7=4; 6=4; 12=2; 12=6; 12=7; 7=6; 7=2; 2=6; SEPT12=SEPT7; 12=2; 12=6; 12=7; 12=12; 7=2; 7=6; 7=7; 7=12; 6=2; 6=6; 6=7; 6=12; 2=2; 2=6; 2=7; 2=12; 12=4; 12=6; 12=7; 12=12; 7=4; 7=6; 7=7; 7=12; 6=4; 6=6; 6=7; 6=12; 4=4; 4=6; 4=7; 4=12; SEPT12=GTP; GTP=SEPT12	Train
25675981_18	INTS3=NABP; NABP=Integrator; INTS3=Integrator	Train
25683140	bc1=cytochrome c oxidase	Train
25732088	VHL=nsp16	Train
25756347	ubiquitin=Rad18; ubiquitin=Rad18; diubiquitin=Rad18; Rad18=polyubiquitin; Rad18=monoubiquitin; Rad18=polyubiquitin; Rad18=polyubiquitin; Rad18=polyubiquitin; ubiquitin=Rad18; Rad18=monoubiquitin; Rad18=polyubiquitin; Rad18=ubiquitin; Rad18=ubiquitin; Rad18=polyubiquitin	Train
25862245_8	Dock10=Cdc42; Dock10=Rac1	Train
26002084_4	CPAP=tubulin; SAS-5=CPAP; Sas-6=CPAP; SAS-5=Sas-6	Train
26023895_5	TF=FVIIa	Train
26041935_5	ELYS=Nup107	Train
26042225	auxilin=clathrin; auxilin=Hsc70; clathrin=Hsc70; clathrin=Hsc70; calcineurin=Hsp110; Hsc70=clathrin	Train
26071132	CA4=Wilms' tumour 1-associating protein	Train
26134678_46	clathrin=TACC3; clathrin=TACC3	Train
26183061_18	NEDD4-1=PTEN; WWP2=PTEN; NEDD4=PTEN; MKRN1=PTEN; NEDD4=PTEN; MKRN1=PTEN; MKRN1=PTEN	Train
26251439	Obscurin=Baellchen; Obscurin=MASK; Ball=Obscurin; MASK=Obscurin	Train
26317213_16	FK506=FKBP	Train
26449471_14	leucine=Sestrin2; leucine=Sestrin2; RagA=RagC; leucine=Sestrin2	Train
26545399	YLR285W=eEF1A; YLR285W=eEF1A; N6AMT2=eEF1A; N6AMT2=eEF1A; Efm5=eEF1A	Train
26553926	BubR1=Bub3; Bub3=BubR1; Bub3=BubR1; anaphase-promoting complex/cyclosome=Cdc20	Train
26658609_8	Apl4=Apm2; Aps1=Apl4; Aps1=Apm2	Train
26749448_6	BamA=BamD; BamA=BamD; BamA=BamB	Train
26787927	Profilin=PTEN; Profilin=phosphatase and tension homologue; PTEN=IKK	Train
26791243_28	Opi1p=PA	Train
26845565_2	EBNA2=BS69; BS69=EBNA2; EBNA2=BS69; BS69=EBNA2	Train
26866270_9	MLKL=Hsp90; MLKL=Hsp90; MLKL=Hsp90; MLKL=Hsp90; Hsp90alpha=MLKL; MLKL=Hsp90alpha	Train
26900751	Hsp70=STUB1	Train
26906416	ubiquitin-like protein NEDD8=cullin; DCNLs=CAND1; cullins=DCNLs; CAND1=cullins; CAND=cullin; cullin=DCNL; CAND=DCNL; DCNLs=cullin; DCNLs=cullin; DCNL-type NEDD8 E3=cullin	Train
26912900_35	Rpn1=ubiquitin; Rpn1=UBL	Train
26960795	Psh1=Cse4; Siz1=Cse4; Siz2=Cse4; Slx5=Cse4	Train
27018634	NleB1=ensconsin; EspL=ensconsin; Ensconsin=kinesin-1; NleB1=ensconsin; EspL=ensconsin	Train
27068241_3	cyclin-dependent kinase 5=drebrin	Train
27068747	hDREF=Mi2alpha; hDREF=Mi2alpha; hDREF=Mi2alpha; hDREF=Mi2alpha	Train
27137657	Scl=Vegfa; HEB=GATA1; HEB=3; HEB=LMO1; HEB=2; HEB=LDB1; GATA1=3; GATA1=LMO1; GATA1=2; GATA1=LDB1; 3=LMO1; 3=2; 3=LDB1; LMO1=2; LMO1=LDB1; 2=LDB1; ETO2=RUNX1; ETO2=ERG; ETO2=FLI1; RUNX1=ERG; RUNX1=FLI1; ERG=FLI1	Train
27222660	Cullin-2=Elongin B; Cullin-2=C; Cullin-2=Rbx1; Cullin-2 based E3 ubiquitin ligases=VHL; Cullin-2 based E3 ubiquitin ligases=Lrr-1; Cullin-2 based E3 ubiquitin ligases=Fem1b; Cullin-2 based E3 ubiquitin ligases=Prame; Cullin-2 based E3 ubiquitin ligases=Zyg-11; Cullin-2 based E3 ubiquitin ligases=BAF250; Cullin-2 based E3 ubiquitin ligases=Rack1	Train
27233966	Cullin-5=TRAF6; Cul-5=TRAF6; Cul-5=TRAF6; TLR4=MyD88	Train
27416755	USP15=Nrf1	Train
27449295	Mc=SENP1; Momordin Ic=SENP1; Mc=SENP1; Mc=SENP1	Train
27490928	EVA1A=ATG16L1; BECN1=PIK3C3; ATG12=ATG5; EVA1A=ATG16L1; ATG12=ATG5	Train
27532772_38	BOLA1=GLRX5; GLRX5=BOLA1; GLRX5=BOLA3; GLRX5=BOLA1; GLRX5=BOLA3	Train
27704052	Ccr4=Not; Ccr4=Not; Not=Ccr4; POP2=Ccr4; POP2=Not; Ccr4=Not; DEAD box RNA helicase=Ccr4; DEAD box RNA helicase=Not; Ccr4=Not; Ccr4=Not	Train
27806292_2	actin=SWAP70; phosphatidylinositol (3,4)-bisphosphate=SWAP70	Train
27864078	Gcn2=eIF2alpha	Train
28148647_5	Vps33=SNAREs	Train
28216227_9	aphidicolin=DNA polymerase	Train
28276439_10	pUb=Parkin; pUb=Parkin; pUb=Parkin; RING1=pUb; pUb=Parkin; pUb=Parkin	Train
28281558_5	PEX3=PEX19; PEX14=PEX19	Train
28286024_18	Elk-1=Mediator; Mediator=Elk-1; Elk-1=SRF	Train
28286521_18	MG132=proteasome; pCAF=CIITA	Train
28330605_15	Rpn1=19S; Rpn1=UBLs; Rpn1=polyUb	Train
28380357	Keap1=Cullin3; Keap1=Cullin3; Cullin3=p62; Keap1=p62; Keap1=Cullin3; Cullin3=p62; Keap1=p62; p62=LC3; p62=Keap1	Train
28447717	ZFPL1=golgin A2; ZFPL1=GM130; ZFPL1=GM130	Train
28553222_48	drebrin A=Arc	Train
28666118_68	KRAS4b=calmodulin; PKC=KRAS4b; KRAS4b=Calmodulin; KRAS4b=Ca; Ca=Calmodulin	Train
28724915_8	VX950=NS3/4 A protease	Train
28769084_18	FGF1=FGFR1; Pitstop2=clathrin; Dynasore=dynamin	Train
28781232_31	GW182=Ago; Ago=hGW182; hAgo2=hGW182	Train
28784611_2	phosphatidylinositol-4 kinase Stt4=efr3	Train
28939558	BVD-523=ERK1; BVD-523=2	Train
29056322_14	GDP=Rag GTPases; GTP=RagA; GTP=RagC; small GTP binding proteins=GDP; small GTP binding proteins=GTP; GTP=small GTP binding proteins	Train
29066499	male-specific lethal 2=roX; Maleless=roX	Train
29203883_5	ABIN-1=ubiquitin; ABIN-1=ubiquitin	Train
29321502_42	Pex1=Pex6; Pex1=Pex6	Train
29540529_15	Atg1=Atg13; Atg1=Atg13	Train
29563586	Jumonji-C (JmjC) domain-containing protein 5=histone; JMJD5=regulator of chromosome condensation domain-containing protein 1; JMJD5=ribosomal protein S6	Train
29650645_27	Cis1=Msp1; Msp1=Cis1	Train
29795337_6	ChAT=Kinesin-2; Kinesin-2=ChAT	Train
30057274	Cbl=PDGFRalpha	Train
30293565	ANKRD9=CUL5; ANKRD9=ELOB; ANKRD9=ELOC; ANKRD9=RNF7; CUL5=CUL2; CUL5=ELOB; CUL5=ELOC; CUL5=RNF7; CUL2=ELOB; CUL2=ELOC; CUL2=RNF7; ELOB=ELOC; ELOB=RNF7; ELOC=RNF7; ANKRD9=inosine monophosphate dehydrogenase; IMPDH=ANKRD9; ANKRD9=IMPDH	Train
30348783	SHOC2=MRAS; SHOC2=PP1; MRAS=PP1; MRAS=SHOC2; MRAS=protein phosphatase 1; protein phosphatase 1=RAF; SHOC2=RAF; MRAS=RAF; MRAS=PP1; SHOC2=PP1; MRAS=SHOC2; MRAS=RAF; SHOC2=RAF; SHOC2=PP1; MRAS=SHOC2; SHOC2=PPP1CB; MRAS=PPP1CB; SHOC2=MRAS; SHOC2=PPPC1B; MRAS=PPPC1B; PPPC1B=RAF; MRAS=RAF; SHOC2=RAF	Train
30452242_21	Ssp2=Smk1; Smk1=Ssp2KAD	Train
30644389	Src=KRAS; SHP2=KRAS; SHP2=KRAS	Train
30770249	OGT=RIPK3; RIPK3=RIPK1; RIPK3=RIPK3	Train
31431478_68	ROCK1=RhoBTB1; RhoBTB1=Cullin3; ROCK1=RhoBTB1	Train
31543423_26	cyclin E=CDK; A=CDK; cyclin E=CDK; A=CDK; cyclin E=Rb; A=Rb; CDK=Rb; cyclin E=CDK; A=CDK; cyclin E=Rb; A=Rb; CDK=Rb; CDK2=cyclin E; cyclin E=CDK; A=CDK; CDK4=Rb; 6=Rb; cyclin E=CDK; A=CDK; CDK4=Rb; 6=Rb	Train
32005965	MUL1=CRL2(VHL)	Train
3346227	Diphtheria toxin=EF-2; exotoxin A=EF-2	Train
33727702	papain-like protease=MDA5	Train
34528721	S protein=ACE2; ZDHHCs=S	Train
4074707	albumin=Hemin; hemopexin=Hemin; hemin=albumin; hemin=hemopexin; hemin=albumin; hemopexin=hemin; heme=serum albumin; heme=hemopexin	Train
6487575	streptokinase=plasminogen; streptokinase=plasminogen; Streptokinase=plasminogen; Streptokinase=streptokinase; plasminogen=p-nitrophenyl p-guanidinobenzoate; plasminogen=H-D-valyl-L-leucyl-L-lysyl-p-nitroanilide; streptokinase=plasminogen; NPGB=plasminogen; plasminogen=streptokinase	Train
7499293	casein kinase 2=NIPP-1; protein kinase A=NIPP-1	Train
7534293	E2F-1=DP1	Train
7540942	CD30=CD30L; CD30=CD30L	Train
7565732	VDR=retinoid X receptor; NFATp=AP-1; NFATp=AP-1; VDR=retinoid X receptor; NFATp=AP-1	Train
7589461	GLP-1 receptor=GLP-1(7-36)amide	Train
7592744	rhoA p21=GTP gamma S; GTP gamma S=rhoA p21; C3 exoenzyme=rhoA p21	Train
